영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
극장판 체인소 맨: 레제편,2025-09-24,2025-11-27,5847,3308760,449,642,5
한란,2025-11-26,2025-11-27,3042,7603,255,340,6
세계의 주인,2025-10-22,2025-11-27,2417,141727,120,172,7
윗집 사람들,2025-12-03,2025-11-27,2313,5373,11,11,8
나혼자 프린스,2025-11-19,2025-11-27,2070,47987,217,293,9
퍼스트 라이드,2025-10-29,2025-11-27,1959,737835,58,68,10
주토피아 2,2025-11-26,2025-11-28,258740,741739,2047,8490,1
나우 유 씨 미 3,2025-11-12,2025-11-28,29151,1159105,804,2055,2
위키드: 포 굿,2025-11-19,2025-11-28,27537,676113,949,2222,3
국보,2025-11-19,2025-11-28,8171,96034,376,527,4
극장판 체인소 맨: 레제편,2025-09-24,2025-11-28,7827,3316587,471,686,5
세계의 주인,2025-10-22,2025-11-28,3124,144851,123,187,6
한란,2025-11-26,2025-11-28,2519,10122,248,317,7
정보원,2025-12-03,2025-11-28,2095,2598,8,8,8
나혼자 프린스,2025-11-19,2025-11-28,1418,49405,224,294,9
윗집 사람들,2025-12-03,2025-11-28,1323,6696,8,8,10
주토피아 2,2025-11-26,2025-11-29,700790,1442529,2383,10719,1
위키드: 포 굿,2025-11-19,2025-11-29,57798,733911,969,2028,2
나우 유 씨 미 3,2025-11-12,2025-11-29,48537,1207642,836,1928,3
극장판 체인소 맨: 레제편,2025-09-24,2025-11-29,20589,3337176,433,588,4
국보,2025-11-19,2025-11-29,9963,105997,313,404,5
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-29,5012,5657327,118,126,6
세계의 주인,2025-10-22,2025-11-29,4657,149508,123,175,7
정보원,2025-12-03,2025-11-29,3275,5873,35,35,8
한란,2025-11-26,2025-11-29,2633,12755,228,277,9
석류의 빛깔 ,2025-11-26,2025-11-29,1914,8571,59,66,10
주토피아 2,2025-11-26,2025-11-30,664337,2106866,2369,10422,1
위키드: 포 굿,2025-11-19,2025-11-30,48017,781928,967,1945,2
나우 유 씨 미 3,2025-11-12,2025-11-30,44450,1252092,805,1852,3
극장판 체인소 맨: 레제편,2025-09-24,2025-11-30,12507,3349683,429,564,4
국보,2025-11-19,2025-11-30,9329,115326,315,398,5
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-30,5370,5662697,117,126,6
세계의 주인,2025-10-22,2025-11-30,3856,153364,114,166,7
정보원,2025-12-03,2025-11-30,3368,9241,36,36,8
한란,2025-11-26,2025-11-30,2570,15325,229,276,9
나혼자 프린스,2025-11-19,2025-11-30,1585,52636,188,237,10
주토피아 2,2025-11-26,2025-12-01,152584,2259450,1872,7839,1
나우 유 씨 미 3,2025-11-12,2025-12-01,16221,1268313,721,1857,2
위키드: 포 굿,2025-11-19,2025-12-01,11878,793806,815,1741,3
극장판 체인소 맨: 레제편,2025-09-24,2025-12-01,5423,3355106,454,646,4
국보,2025-11-19,2025-12-01,5250,120576,374,531,5
세계의 주인,2025-10-22,2025-12-01,1734,155098,114,192,6
한란,2025-11-26,2025-12-01,1278,16603,213,266,7
콘크리트 마켓,2025-12-03,2025-12-01,1233,1616,4,7,8
석류의 빛깔 ,2025-11-26,2025-12-01,930,11045,50,65,9
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-12-01,924,5663621,81,91,10
주토피아 2,2025-11-26,2025-12-02,141447,2400897,1919,7842,1
나우 유 씨 미 3,2025-11-12,2025-12-02,14702,1283015,728,1798,2
위키드: 포 굿,2025-11-19,2025-12-02,11803,805609,826,1708,3
극장판 체인소 맨: 레제편,2025-09-24,2025-12-02,5247,3360353,450,631,4
국보,2025-11-19,2025-12-02,5142,125718,373,526,5
세계의 주인,2025-10-22,2025-12-02,1850,156948,126,201,6
한란,2025-11-26,2025-12-02,1702,18305,226,288,7
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-02,1286,2945,26,26,8
석류의 빛깔 ,2025-11-26,2025-12-02,937,11982,54,69,9
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-12-02,909,5664530,80,90,10
주토피아 2,2025-11-26,2025-12-03,149236,2550133,1626,6352,1
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-03,52366,55311,733,1970,2
윗집 사람들,2025-12-03,2025-12-03,25425,34505,752,1765,3
정보원,2025-12-03,2025-12-03,20726,29967,766,1567,4
프레디의 피자가게 2,2025-12-03,2025-12-03,13096,13238,571,1288,5
위키드: 포 굿,2025-11-19,2025-12-03,7835,813444,547,775,6
나우 유 씨 미 3,2025-11-12,2025-12-03,7360,1290375,494,718,7
극장판 체인소 맨: 레제편,2025-09-24,2025-12-03,6192,3366545,215,234,8
반지의 제왕 : 두 개의 탑,2002-12-19,2025-12-03,4360,42495,12,46,9
콘크리트 마켓,2025-12-03,2025-12-03,3887,5503,188,344,10
주토피아 2,2025-11-26,2025-12-04,128427,2678560,1675,6399,1
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-04,22473,77784,733,1830,2
윗집 사람들,2025-12-03,2025-12-04,21533,56038,753,1749,3
정보원,2025-12-03,2025-12-04,17561,47528,741,1508,4
위키드: 포 굿,2025-11-19,2025-12-04,8210,821654,543,785,5
나우 유 씨 미 3,2025-11-12,2025-12-04,7998,1298373,509,742,6
프레디의 피자가게 2,2025-12-03,2025-12-04,7409,20647,542,1076,7
극장판 체인소 맨: 레제편,2025-09-24,2025-12-04,3178,3369723,212,237,8
국보,2025-11-19,2025-12-04,2758,131472,228,247,9
콘크리트 마켓,2025-12-03,2025-12-04,2388,7891,172,319,10
주토피아 2,2025-11-26,2025-12-05,189916,2868476,1771,7335,1
윗집 사람들,2025-12-03,2025-12-05,28539,84577,762,1777,2
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-05,25747,103531,728,1869,3
정보원,2025-12-03,2025-12-05,17237,64765,746,1555,4
프레디의 피자가게 2,2025-12-03,2025-12-05,12096,32743,566,1122,5
위키드: 포 굿,2025-11-19,2025-12-05,9518,831172,524,762,6
나우 유 씨 미 3,2025-11-12,2025-12-05,7281,1305654,494,726,7
국보,2025-11-19,2025-12-05,3390,134862,246,261,8
극장판 체인소 맨: 레제편,2025-09-24,2025-12-05,3068,3372791,214,241,9
콘크리트 마켓,2025-12-03,2025-12-05,2581,10472,167,306,10
주토피아 2,2025-11-26,2025-12-06,563535,3432011,2282,10308,1
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-06,53205,156736,756,1781,2
윗집 사람들,2025-12-03,2025-12-06,50178,134755,732,1520,3
프레디의 피자가게 2,2025-12-03,2025-12-06,28847,61590,541,900,4
위키드: 포 굿,2025-11-19,2025-12-06,21419,852591,472,678,5
정보원,2025-12-03,2025-12-06,19780,84545,670,1229,6
극장판 체인소 맨: 레제편,2025-09-24,2025-12-06,14485,3387276,234,272,7
나우 유 씨 미 3,2025-11-12,2025-12-06,11481,1317135,405,554,8
콘크리트 마켓,2025-12-03,2025-12-06,5097,15569,208,277,9
국보,2025-11-19,2025-12-06,4515,139377,171,186,10
주토피아 2,2025-11-26,2025-12-07,499205,3931216,2240,9920,1
윗집 사람들,2025-12-03,2025-12-07,50746,185501,730,1527,2
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-07,42744,199480,728,1705,3
프레디의 피자가게 2,2025-12-03,2025-12-07,24544,86134,523,857,4
위키드: 포 굿,2025-11-19,2025-12-07,18501,871092,458,645,5
정보원,2025-12-03,2025-12-07,16719,101264,651,1164,6
나우 유 씨 미 3,2025-11-12,2025-12-07,9576,1326711,387,521,7
극장판 체인소 맨: 레제편,2025-09-24,2025-12-07,6144,3393420,221,251,8
국보,2025-11-19,2025-12-07,4577,143954,164,178,9
콘크리트 마켓,2025-12-03,2025-12-07,3470,19039,191,253,10
주토피아 2,2025-11-26,2025-12-08,96969,4028185,1699,6705,1
윗집 사람들,2025-12-03,2025-12-08,20548,206049,681,1745,2
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-08,10661,210141,644,1510,3
정보원,2025-12-03,2025-12-08,7046,108310,627,1195,4
위키드: 포 굿,2025-11-19,2025-12-08,6131,877223,485,692,5
프레디의 피자가게 2,2025-12-03,2025-12-08,5633,91767,481,792,6
나우 유 씨 미 3,2025-11-12,2025-12-08,4224,1330935,417,585,7
국보,2025-11-19,2025-12-08,2763,146717,234,262,8
극장판 체인소 맨: 레제편,2025-09-24,2025-12-08,2601,3396021,207,241,9
세계의 주인,2025-10-22,2025-12-08,1269,166061,109,135,10
주토피아 2,2025-11-26,2025-12-09,96276,4124461,1709,6645,1
윗집 사람들,2025-12-03,2025-12-09,20555,226604,717,1793,2
정보원,2025-12-03,2025-12-09,9874,118184,651,1206,3
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-09,9635,219776,657,1486,4
프레디의 피자가게 2,2025-12-03,2025-12-09,6368,98135,483,792,5
위키드: 포 굿,2025-11-19,2025-12-09,5525,882748,462,659,6
나우 유 씨 미 3,2025-11-12,2025-12-09,5106,1336041,411,567,7
국보,2025-11-19,2025-12-09,3623,150340,245,268,8
극장판 체인소 맨: 레제편,2025-09-24,2025-12-09,2770,3398791,216,250,9
콘크리트 마켓,2025-12-03,2025-12-09,2008,21784,169,238,10
주토피아 2,2025-11-26,2025-12-10,131348,4255809,1748,6888,1
윗집 사람들,2025-12-03,2025-12-10,20869,247473,688,1840,2
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-10,11782,231558,629,1337,3
프레디의 피자가게 2,2025-12-03,2025-12-10,7665,105800,383,562,4
정보원,2025-12-03,2025-12-10,7480,125664,495,747,5
더 러닝 맨,2025-12-10,2025-12-10,7260,8463,557,1224,6
위키드: 포 굿,2025-11-19,2025-12-10,5710,888458,367,494,7
나우 유 씨 미 3,2025-11-12,2025-12-10,5428,1341469,308,380,8
룩백,2024-09-05,2025-12-10,4093,313985,43,74,9
여행과 나날,2025-12-10,2025-12-10,3786,5525,136,163,10
주토피아 2,2025-11-26,2025-12-11,108697,4364506,1691,6686,1
윗집 사람들,2025-12-03,2025-12-11,21230,268703,709,1836,2
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-11,9226,240784,599,1223,3
정보원,2025-12-03,2025-12-11,6659,132323,470,640,4
프레디의 피자가게 2,2025-12-03,2025-12-11,6574,112374,396,560,5
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-11,6510,7565,439,631,6
위키드: 포 굿,2025-11-19,2025-12-11,5759,894217,359,470,7
더 러닝 맨,2025-12-10,2025-12-11,5590,14053,547,1064,8
나우 유 씨 미 3,2025-11-12,2025-12-11,3659,1345128,281,346,9
국보,2025-11-19,2025-12-11,3150,156820,194,213,10
주토피아 2,2025-11-26,2025-12-12,180122,4544628,1800,7357,1
윗집 사람들,2025-12-03,2025-12-12,28952,297655,737,1999,2
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-12,14080,254864,622,1306,3
프레디의 피자가게 2,2025-12-03,2025-12-12,11451,123825,430,647,4
위키드: 포 굿,2025-11-19,2025-12-12,8616,902833,378,509,5
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-12,5870,13435,465,637,6
정보원,2025-12-03,2025-12-12,5800,138123,441,607,7
더 러닝 맨,2025-12-10,2025-12-12,5242,19295,536,1015,8
나우 유 씨 미 3,2025-11-12,2025-12-12,4436,1349564,291,343,9
블루 아카이브 : 디 오케스트라 인 시네마,2025-12-12,2025-12-12,3774,3924,47,62,10
주토피아 2,2025-11-26,2025-12-13,427384,4972012,2114,9545,1
윗집 사람들,2025-12-03,2025-12-13,57753,355408,768,2018,2
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-13,32811,46246,660,1368,3
프레디의 피자가게 2,2025-12-03,2025-12-13,28416,152241,463,765,4
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-13,24141,279005,635,1194,5
위키드: 포 굿,2025-11-19,2025-12-13,12899,915732,335,440,6
더 러닝 맨,2025-12-10,2025-12-13,6490,25785,544,785,7
여행과 나날,2025-12-10,2025-12-13,4671,16605,154,185,8
극장판 체인소 맨: 레제편,2025-09-24,2025-12-13,4347,3409895,180,205,9
나우 유 씨 미 3,2025-11-12,2025-12-13,4104,1353668,210,234,10
주토피아 2,2025-11-26,2025-12-14,398897,5370909,2108,9102,1
윗집 사람들,2025-12-03,2025-12-14,53649,409057,763,1934,2
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-14,35748,81994,653,1350,3
프레디의 피자가게 2,2025-12-03,2025-12-14,26412,178653,472,751,4
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-14,21033,300038,628,1141,5
위키드: 포 굿,2025-11-19,2025-12-14,11490,927222,332,426,6
더 러닝 맨,2025-12-10,2025-12-14,5213,30998,518,725,7
국보,2025-11-19,2025-12-14,4278,168773,136,149,8
정보원,2025-12-03,2025-12-14,4146,146321,310,398,9
여행과 나날,2025-12-10,2025-12-14,4014,20619,148,179,10
주토피아 2,2025-11-26,2025-12-15,81923,5452832,1679,6576,1
윗집 사람들,2025-12-03,2025-12-15,19175,428232,687,1948,2
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-15,6528,306566,541,998,3
프레디의 피자가게 2,2025-12-03,2025-12-15,6159,184812,389,637,4
위키드: 포 굿,2025-11-19,2025-12-15,5252,932474,355,461,5
정보원,2025-12-03,2025-12-15,3333,149654,339,453,6
나우 유 씨 미 3,2025-11-12,2025-12-15,3161,1360287,249,283,7
더 러닝 맨,2025-12-10,2025-12-15,3002,34000,454,690,8
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-15,2996,84990,355,442,9
국보,2025-11-19,2025-12-15,2734,171507,186,217,10
주토피아 2,2025-11-26,2025-12-16,93113,5545945,1735,6653,1
윗집 사람들,2025-12-03,2025-12-16,17583,445815,713,1964,2
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-16,7166,313732,549,1001,3
프레디의 피자가게 2,2025-12-03,2025-12-16,6541,191353,409,639,4
위키드: 포 굿,2025-11-19,2025-12-16,4968,937442,361,480,5
정보원,2025-12-03,2025-12-16,4157,153811,352,438,6
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-16,3633,88623,365,463,7
만약에 우리,2025-12-31,2025-12-16,2907,3990,19,19,8
나우 유 씨 미 3,2025-11-12,2025-12-16,2667,1362954,246,291,9
여행과 나날,2025-12-10,2025-12-16,2508,25326,141,181,10
아바타: 불과 재,2025-12-17,2025-12-17,265031,266411,2582,8143,1
주토피아 2,2025-11-26,2025-12-17,85554,5631499,1084,2909,2
윗집 사람들,2025-12-03,2025-12-17,9154,454969,501,834,3
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-17,4044,317776,244,275,4
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-17,3303,91926,260,277,5
룩백,2024-09-05,2025-12-17,2518,322586,25,28,6
여행과 나날,2025-12-10,2025-12-17,2462,27788,74,89,7
정보원,2025-12-03,2025-12-17,2448,156259,56,66,8
프레디의 피자가게 2,2025-12-03,2025-12-17,2414,193767,121,149,9
위키드: 포 굿,2025-11-19,2025-12-17,1507,938949,69,73,10
아바타: 불과 재,2025-12-17,2025-12-18,179034,445445,2535,7819,1
주토피아 2,2025-11-26,2025-12-18,82280,5713779,1124,3063,2
윗집 사람들,2025-12-03,2025-12-18,10016,464985,527,857,3
만약에 우리,2025-12-31,2025-12-18,3438,7428,14,17,4
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-18,3224,321000,241,287,5
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-18,3034,94960,260,270,6
정보원,2025-12-03,2025-12-18,2723,158982,59,64,7
프레디의 피자가게 2,2025-12-03,2025-12-18,2511,196278,127,157,8
여행과 나날,2025-12-10,2025-12-18,2207,29995,79,93,9
위키드: 포 굿,2025-11-19,2025-12-18,1656,940605,71,78,10
아바타: 불과 재,2025-12-17,2025-12-19,246179,691624,2514,8034,1
주토피아 2,2025-11-26,2025-12-19,115388,5829167,1181,3411,2
윗집 사람들,2025-12-03,2025-12-19,11902,476887,548,905,3
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-19,4206,325206,248,288,4
프레디의 피자가게 2,2025-12-03,2025-12-19,3598,199876,143,188,5
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-19,3366,98326,272,290,6
위키드: 포 굿,2025-11-19,2025-12-19,2547,943152,77,91,7
여행과 나날,2025-12-10,2025-12-19,1994,31989,78,93,8
정보원,2025-12-03,2025-12-19,1830,160812,61,67,9
나우 유 씨 미 3,2025-11-12,2025-12-19,1807,1367031,35,39,10
아바타: 불과 재,2025-12-17,2025-12-20,548560,1240184,2385,8029,1
주토피아 2,2025-11-26,2025-12-20,258091,6087258,1332,4597,2
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-20,19257,117583,598,820,3
윗집 사람들,2025-12-03,2025-12-20,14902,491789,454,677,4
프레디의 피자가게 2,2025-12-03,2025-12-20,7812,207688,158,203,5
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-20,6910,332116,202,233,6
극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,2025-12-20,5360,5360,76,76,7
여행과 나날,2025-12-10,2025-12-20,2884,34873,76,90,8
위키드: 포 굿,2025-11-19,2025-12-20,2600,945752,57,69,9
국보,2025-11-19,2025-12-20,1590,178881,42,44,10
아바타: 불과 재,2025-12-17,2025-12-21,505234,1745418,2369,7723,1
주토피아 2,2025-11-26,2025-12-21,246819,6334077,1304,4481,2
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-21,19227,136810,600,802,3
윗집 사람들,2025-12-03,2025-12-21,12296,504085,464,656,4
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-21,8229,340345,208,242,5
프레디의 피자가게 2,2025-12-03,2025-12-21,7770,215458,160,209,6
극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,2025-12-21,4802,10162,68,69,7
여행과 나날,2025-12-10,2025-12-21,2203,37076,76,87,8
위키드: 포 굿,2025-11-19,2025-12-21,2178,947930,56,64,9
국보,2025-11-19,2025-12-21,1735,180616,42,43,10
아바타: 불과 재,2025-12-17,2025-12-22,152241,1897659,2249,6922,1
주토피아 2,2025-11-26,2025-12-22,66988,6401065,1163,3729,2
윗집 사람들,2025-12-03,2025-12-22,7423,511508,506,877,3
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-22,2830,343175,237,277,4
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-22,2780,139590,256,281,5
만약에 우리,2025-12-31,2025-12-22,2697,10125,12,12,6
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,2025-12-22,2588,2877,12,13,7
위키드: 포 굿,2025-11-19,2025-12-22,2212,950142,88,105,8
프레디의 피자가게 2,2025-12-03,2025-12-22,2014,217472,159,208,9
여행과 나날,2025-12-10,2025-12-22,1535,38611,70,87,10
아바타: 불과 재,2025-12-17,2025-12-23,145797,2043456,2280,6935,1
주토피아 2,2025-11-26,2025-12-23,66369,6467434,1181,3716,2
윗집 사람들,2025-12-03,2025-12-23,7687,519195,513,885,3
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-23,4109,143699,249,281,4
극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2025-12-23,3128,346303,234,276,5
정보원,2025-12-03,2025-12-23,2343,164664,50,55,6
프레디의 피자가게 2,2025-12-03,2025-12-23,2015,219487,165,222,7
위키드: 포 굿,2025-11-19,2025-12-23,1877,952019,90,106,8
극장판 체인소 맨: 레제편,2025-09-24,2025-12-23,1644,3424467,55,63,9
국보,2025-11-19,2025-12-23,1302,182970,48,53,10
아바타: 불과 재,2025-12-17,2025-12-24,299139,2342595,2050,6465,1
주토피아 2,2025-11-26,2025-12-24,131302,6598736,1265,4336,2
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,2025-12-24,63918,66795,755,1855,3
극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,2025-12-24,39535,49697,747,1652,4
윗집 사람들,2025-12-03,2025-12-24,5806,525001,194,244,5
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-24,4552,148251,256,282,6
척의 일생,2025-12-24,2025-12-24,3524,5127,167,193,7
위키드: 포 굿,2025-11-19,2025-12-24,2419,954438,47,56,8
만약에 우리,2025-12-31,2025-12-24,2293,12418,30,30,9
극장판 체인소 맨: 레제편,2025-09-24,2025-12-24,2047,3426514,40,43,10
아바타: 불과 재,2025-12-17,2025-12-25,640291,2982886,1998,6384,1
주토피아 2,2025-11-26,2025-12-25,431302,7030038,1356,5050,2
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,2025-12-25,115268,182063,794,1714,3
극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,2025-12-25,113600,163297,735,1774,4
뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2025-12-25,28011,176262,469,595,5
윗집 사람들,2025-12-03,2025-12-25,6276,531277,156,194,6
프레디의 피자가게 2,2025-12-03,2025-12-25,4467,224914,67,88,7
만약에 우리,2025-12-31,2025-12-25,3255,15673,24,26,8
위키드: 포 굿,2025-11-19,2025-12-25,2616,957054,38,44,9
척의 일생,2025-12-24,2025-12-25,2559,7686,143,160,10
아바타: 불과 재,2025-12-17,2025-12-26,271858,3254744,2034,6322,1
주토피아 2,2025-11-26,2025-12-26,108312,7138350,1235,4139,2
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,2025-12-26,46119,228182,818,1936,3
